HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,HV201,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV217,HV218,HV219,HV220,HV221,HV225,HV226,HV227,HV228,HV230,HV231,HV232,HV233,HV234,SHCOMMU,SHINTER,SHLANG,SHSECTE,SHTIME,V73
1130,RW4,1,130,1,1,323088,7,2000,1207,8,2,0,5,8,1,1,17,1,43,85,0,1,1,9,9,1,0,0,0,38,8,71,21244,1, ,2, , , ,33,60,21,0,1,0,0,0,0,0,34, , ,4,1,1,45,0,0,7,0,3,2, , , ,15,1,0,1,1,4,.323088
1135,RW4,1,135,1,1,323088,7,2000,1207,4,1,2,4,4,1,1,14,1,41,85,0,1,1,9,9,1,0,1,323970,38,8,71,21244,1, ,1, , , ,33,120,21,0,1,0,0,0,0,0,11, , ,4,1,1,26,0,0,7,0,3,2, , , ,30,1,0,1,1,2,.323088
2  1,RW4,2,1,2,2,323088,7,2000,1207,13,3,0,13,13,4,1,5,1,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,3, ,3, , , ,13,4,22,1,1,0,1,0,0,0,34, , ,5,1,2,29,0,0,6,1,1,2, , , ,15,1,0,1,2,0,.323088
2 10,RW4,2,10,2,2,323088,7,2000,1207,3,1,0,3,3,1,1,5,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,96,10,21,1,1,0,0,1,0,0,34, , ,2,1,1,35,0,0,6,1,1,2, , , ,15,1,0,1,2,0,.323088
2 19,RW4,2,19,1,2,323088,7,2000,1207,1,0,1,1,1,0,1,5,3,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,0, , , ,12, ,21,0,0,0,0,0,0,0,34, , ,1,1,1,25,0,1,6,0, ,2, , , ,30,1,0,1,2,0,.323088
2 28,RW4,2,28,2,2,323088,7,2000,1207,3,1,0,3,3,1,1,5,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,13,10,22,1,0,0,0,0,0,0,11, , ,2,1,1,30,0,1,6,0,3,2, , , ,15,1,0,1,2,0,.323088
2 37,RW4,2,37,1,2,323088,7,2000,1207,2,2,0,2,2,0,1,7,1,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,2, , , ,11, ,11,1,1,0,1,0,0,0,34, , ,5,1,2,26,0,0,6,0, ,1,1,1,0,7,1,0,1,2,0,.323088
2 46,RW4,2,46,1,2,323088,7,2000,1207,4,1,1,4,4,1,1,5,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,1, ,1, , , ,12, ,21,0,0,0,0,0,0,0,34, , ,2,1,2,31,0,1,6,0,3,2, , , ,30,1,0,1,2,0,.323088
2 55,RW4,2,55,1,2,323088,7,2000,1207,5,1,0,4,5,0,1,5,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,1, , , ,96,30,22,1,1,0,0,0,0,0,11, , ,4,1,2,58,0,1,6,0, ,2, , , ,15,1,0,1,2,0,.323088
2 64,RW4,2,64,0,2,0,7,2000,1207,0,0,0,0,0,0,6,5,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 73,RW4,2,73,1,2,323088,7,2000,1207,3,0,3,3,3,0,1,5,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,0, , , ,12, ,22,1,1,0,0,0,0,0,34, , ,5,1,1,31,0,0,6,1, ,2, , , ,30,1,0,1,2,0,.323088
2 82,RW4,2,82,1,2,323088,7,2000,1207,11,2,0,9,11,0,1,6,1,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,2, , , ,13,10,22,1,1,0,1,1,0,0,34, , ,5,1,2,53,0,0,6,0, ,2, , , ,15,1,0,1,2,0,.323088
2 91,RW4,2,91,2,2,323088,7,2000,1207,3,1,0,3,3,1,1,6,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,96,15,21,0,1,0,0,0,0,0,11, , ,2,1,1,25,0,1,7,0,3,2, , , ,15,1,0,1,2,0,.323088
2100,RW4,2,100,1,2,323088,7,2000,1207,7,1,1,7,7,1,1,5,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,1, ,1, , , ,12, ,21,1,1,0,0,0,0,0,34, , ,2,1,1,49,0,1,6,1,1,2, , , ,30,1,0,1,2,0,.323088
2109,RW4,2,109,2,2,323088,7,2000,1207,2,1,0,2,2,0,1,5,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,1, , , ,13,4,21,0,1,0,0,0,0,0,34, , ,2,1,1,30,0,1,6,0, ,2, , , ,15,1,0,1,2,0,.323088
2118,RW4,2,118,2,2,323088,7,2000,1207,6,2,0,6,6,2,1,6,1,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,2, ,2, , , ,13,5,21,0,1,0,0,1,0,0,34, , ,5,1,1,32,0,1,5,1,1,2, , , ,15,1,0,1,2,0,.323088
2127,RW4,2,127,2,2,323088,7,2000,1207,2,0,2,2,2,0,1,10,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,0, , , ,12, ,22,1,1,0,1,0,0,0,34, , ,5,1,1,24,0,1,6,1, ,2, , , ,30,1,0,1,2,0,.323088
2136,RW4,2,136,1,2,323088,7,2000,1207,2,0,0,2,2,0,1,6,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,0, , , ,96,10,21,0,0,0,0,0,0,0,11, , ,3,1,1,26,0,1,6,0, ,2, , , ,15,1,0,1,2,2,.323088
2145,RW4,2,145,3,2,323088,7,2000,1207,7,3,0,7,7,1,1,6,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,3, , , ,13,30,21,0,1,0,0,0,0,0,11, , ,4,1,1,58,0,0,6,0,3,2, , , ,15,1,0,1,2,4,.323088
2154,RW4,2,154,1,2,323088,7,2000,1207,4,1,2,4,4,0,1,6,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,1, , , ,12, ,22,1,1,1,0,0,0,0,34, , ,4,1,1,21,0,1,6,0, ,2, , , ,30,1,0,1,2,0,.323088
2163,RW4,2,163,2,2,323088,7,2000,1207,6,2,0,6,6,1,1,7,1,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,2, , , ,13,4,21,0,0,0,0,0,0,0,34, , ,4,1,1,31,0,1,6,1,0,2, , , ,7,1,0,1,2,0,.323088
2172,RW4,2,172,1,2,323088,7,2000,1207,12,3,0,12,12,4,1,6,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,4, ,3, , , ,13,30,21,1,1,1,0,0,0,0,34, , ,5,1,1,56,0,0,6,0,3,2, , , ,15,1,0,1,2,0,.323088
2181,RW4,2,181,1,2,323088,7,2000,1207,3,0,3,3,3,0,1,8,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,0, , , ,12, ,22,1,1,0,0,0,0,0,34, , ,5,1,1,21,0,1,6,0, ,2, , , ,30,1,0,1,2,0,.323088
2190,RW4,2,190,2,2,323088,7,2000,1207,5,2,0,5,5,1,1,5,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,2, , , ,13,5,22,0,1,0,0,0,0,0,34, , ,4,1,1,58,0,1,6,0,3,2, , , ,15,1,0,1,2,0,.323088
2199,RW4,2,199,0,2,0,7,2000,1207,0,0,0,0,0,0,6,6,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2208,RW4,2,208,1,2,323088,7,2000,1207,1,1,0,1,1,0,1,6,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,1, , , ,12, ,22,1,1,0,0,0,0,0,34, , ,1,1,2,41,0,1,6,1, ,2, , , ,30,1,0,1,2,0,.323088
2217,RW4,2,217,1,2,323088,7,2000,1207,2,0,0,2,2,0,1,8,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,0, , , ,13,30,22,1,1,0,0,1,1,0,11, , ,5,1,1,22,0,1,6,0, ,2, , , ,7,1,0,1,2,2,.323088
2226,RW4,2,226,2,2,323088,7,2000,1207,9,2,0,9,8,2,1,6,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,2, ,2, , , ,13,15,22,0,1,0,0,0,0,0,34, , ,5,1,1,43,0,0,6,0,3,2, , , ,15,1,0,1,2,0,.323088
2235,RW4,2,235,2,2,323088,7,2000,1207,3,1,1,3,3,1,1,7,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,1, ,1, , , ,12, ,21,0,0,0,0,0,0,0,34, , ,2,1,1,28,0,1,6,1,1,2, , , ,15,1,0,1,2,0,.323088
2244,RW4,2,244,2,2,323088,7,2000,1207,4,1,0,4,4,1,1,7,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,13,30,21,0,1,0,0,0,0,0,34, , ,4,1,1,28,0,1,6,0,3,2, , , ,15,1,0,1,2,0,.323088
2253,RW4,2,253,6,2,323088,7,2000,1207,7,3,0,7,7,2,1,7,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,2, ,3, , , ,13,15,22,0,1,0,0,0,0,0,11, , ,5,1,1,28,0,0,6,1,1,2, , , ,30,1,0,1,2,0,.323088
2262,RW4,2,262,2,2,323088,7,2000,1207,4,2,1,3,4,1,1,7,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,1, ,2, , , ,12, ,22,1,1,0,0,0,0,0,34, , ,2,1,1,25,0,1,6,0,3,2, , , ,15,1,0,1,2,0,.323088
2271,RW4,2,271,2,2,323088,7,2000,1207,5,2,0,5,5,2,1,8,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,2, ,2, , , ,13,30,22,1,0,0,0,0,0,0,34, , ,5,1,1,31,0,1,1,1,2,2, , , ,15,1,0,1,2,0,.323088
2280,RW4,2,280,2,2,323088,7,2000,1207,3,1,0,3,3,1,1,11,2,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,12, ,21,1,1,0,0,0,0,0,34, , ,2,1,1,27,0,1,6,1,1,2, , , ,15,1,0,1,2,0,.323088
2289,RW4,2,289,1,2,323088,7,2000,1207,3,0,3,3,3,0,1,7,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,0, , , ,12, ,21,1,1,0,0,0,0,0,11, , ,5,1,1,26,0,1,6,0, ,2, , , ,15,1,0,1,2,0,.323088
2298,RW4,2,298,1,2,323088,7,2000,1207,2,0,0,2,1,0,1,8,1,59,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,1, , , ,96,5,22,0,1,1,1,0,0,0,11, , ,2,1,1,21,1,1,6,0, ,2, , , ,30,1,0,1,2,0,.323088
2307,RW4,2,307,1,2,323088,7,2000,1207,8,3,0,7,8,1,1,8,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,1, ,3, , , ,13,20,21,0,1,0,0,0,0,0,34, , ,4,1,1,46,0,0,6,0,3,2, , , ,30,1,0,1,2,0,.323088
2316,RW4,2,316,1,2,323088,7,2000,1207,1,0,1,1,1,0,1,11,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,0, ,0, , , ,12, ,21,1,1,0,0,0,0,0,11, , ,1,1,1,30,0,1,96,0, ,2, , , ,999,1,0,1,2,1,.323088
2325,RW4,2,325,1,2,323088,7,2000,1207,2,0,0,2,2,0,1,10,1,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,0, , , ,13,3,21,0,1,0,0,0,0,0,34, , ,3,1,1,28,0,1,96,0, ,2, , , ,999,1,0,1,2,2,.323088
2334,RW4,2,334,1,2,323088,7,2000,1207,1,0,0,1,1,0,1,11,1,19,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,0, ,0, , , ,13,20,21,0,0,0,0,0,0,0,11, , ,1,1,1,21,0,0,96,0, ,2, , , ,999,1,0,1,2,2,.323088
2343,RW4,2,343,1,2,323088,7,2000,1207,3,1,1,3,3,1,1,7,1,41,87,0,2,1,9,9,1,0,1,323970,38,8,0,21244,1, ,1, , , ,12, ,21,0,1,0,0,0,0,0,11, , ,2,1,1,35,0,1,6,0,3,2, , , ,15,1,0,1,2,2,.323088
2352,RW4,2,352,2,2,323088,7,2000,1207,4,1,0,4,4,2,1,10,2,43,87,0,2,1,9,9,1,0,0,0,38,8,0,21244,2, ,1, , , ,13,10,21,0,0,0,0,0,0,0,11, , ,2,1,1,28,0,1,6,0,3,2, , , ,7,1,0,1,2,0,.323088
3  4,RW4,3,4,1,3,323088,6,2000,1206,1,1,0,1,1,0,1,29,1,19,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,0, ,1, , , ,13,3,21,0,1,0,0,0,0,0,11, , ,1,1,2,23,0,1,6,1, ,2, , , ,15,1,0,1,2,0,.323088
3 15,RW4,3,15,1,3,323088,6,2000,1206,7,2,0,7,7,0,1,27,1,43,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,0, ,2, , , ,13,15,21,1,1,0,0,0,0,0,34, , ,4,1,2,62,0,1,6,0, ,2, , , ,15,1,0,1,2,0,.323088
3 26,RW4,3,26,2,3,323088,6,2000,1206,6,3,1,6,6,2,1,27,1,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,2, ,3, , , ,12, ,21,1,0,0,0,0,0,0,34, , ,5,1,1,31,0,1,6,1,1,2, , , ,30,1,0,1,2,0,.323088
3 37,RW4,3,37,2,3,323088,6,2000,1206,7,2,0,7,7,1,1,27,1,59,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,1, ,2, , , ,96,5,21,0,0,0,0,0,0,0,34, , ,5,1,1,44,0,0,6,0,3,2, , , ,30,1,0,1,2,0,.323088
3 48,RW4,3,48,2,3,323088,6,2000,1206,3,1,0,3,3,1,1,27,2,19,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,13,10,21,0,0,0,0,0,0,0,34, , ,2,1,1,38,0,1,6,0,3,2, , , ,15,1,0,1,2,0,.323088
3 59,RW4,3,59,1,3,323088,6,2000,1206,8,2,3,8,8,2,1,28,1,41,83,0,3,2,9,9,1,0,1,323970,38,8,0,21244,1, ,2, , , ,12, ,21,0,1,0,0,0,0,0,34, , ,4,1,1,33,0,1,6,1,1,2, , , ,30,1,0,1,2,0,.323088
3 70,RW4,3,70,2,3,323088,6,2000,1206,2,1,0,2,2,0,1,28,2,59,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,0, ,1, , , ,96,2,22,1,1,0,1,0,0,0,34, , ,2,1,1,25,0,1,6,0, ,1,0,1,1,30,1,0,1,2,0,.323088
3 81,RW4,3,81,2,3,323088,6,2000,1206,6,2,0,5,6,2,1,29,1,59,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,2, ,2, , , ,96,2,21,1,1,0,0,0,1,0,34, , ,5,1,1,34,0,1,6,1,1,1,0,1,1,15,1,0,1,2,0,.323088
3 92,RW4,3,92,2,3,323088,6,2000,1206,10,3,3,10,10,1,1,27,1,19,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,1, ,3, , , ,12, ,22,1,1,1,1,0,0,1,34, , ,5,1,1,51,0,0,6,0,3,2, , , ,15,1,0,1,2,0,.323088
3103,RW4,3,103,1,3,323088,6,2000,1206,4,1,0,4,4,1,1,28,1,41,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,13,10,21,0,1,0,0,0,0,0,34, , ,2,1,1,42,0,0,6,0,3,2, , , ,15,1,0,1,2,0,.323088
3114,RW4,3,114,2,3,323088,6,2000,1206,4,3,0,4,4,1,1,29,1,19,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,1, ,3, , , ,13,1,22,0,1,0,0,0,0,0,34, , ,4,1,2,26,0,0,6,0,3,2, , , ,15,1,0,1,2,0,.323088
3125,RW4,3,125,1,3,323088,6,2000,1206,6,1,4,4,6,0,1,30,2,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,0, ,1, , , ,12, ,22,1,1,0,0,1,1,1,34, , ,5,1,1,31,0,1,6,1, ,2, , , ,30,1,0,1,2,4,.323088
3136,RW4,3,136,1,3,323088,6,2000,1206,4,2,0,4,4,1,1,30,1,19,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,1, ,2, , , ,13,5,21,1,0,0,0,0,0,0,34, , ,5,1,2,34,0,1,6,0,3,2, , , ,15,1,0,1,2,0,.323088
3147,RW4,3,147,2,3,323088,6,2000,1206,2,1,0,2,2,0,1,28,1,43,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,0, ,1, , , ,12, ,22,1,0,0,0,0,0,0,34, , ,3,1,2,67,0,1,7,0, ,2, , , ,7,1,0,1,2,0,.323088
3158,RW4,3,158,1,3,323088,6,2000,1206,9,2,1,9,9,1,1,28,1,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,1, ,2, , , ,41,30,21,0,0,0,0,0,0,0,34, , ,5,1,2,35,0,0,7,1,1,2, , , ,30,1,0,1,2,8,.323088
3169,RW4,3,169,4,3,323088,6,2000,1206,7,2,0,7,7,1,1,28,1,43,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,1, ,2, , , ,12, ,22,1,0,0,0,0,0,0,34, , ,5,1,1,73,0,1,6,0,3,2, , , ,15,1,0,1,2,23,.323088
3180,RW4,3,180,1,3,323088,7,2000,1207,2,1,0,2,2,0,1,1,3,43,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,0, ,1, , , ,13,2,21,0,0,0,0,0,0,0,11, , ,1,1,2,30,0,0,6,0, ,2, , , ,15,1,0,1,2,0,.323088
3191,RW4,3,191,1,3,323088,6,2000,1206,9,3,1,9,9,2,1,29,1,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,2, ,3, , , ,12, ,22,1,1,0,0,0,0,0,34, , ,5,1,1,40,0,0,6,1,2,2, , , ,30,1,0,1,2,19,.323088
3202,RW4,3,202,1,3,323088,6,2000,1206,5,2,0,4,5,1,1,30,2,43,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,1, ,2, , , ,13,5,21,1,1,0,0,0,0,0,34, , ,5,1,2,31,0,0,6,1,1,2, , , ,7,1,0,1,2,6,.323088
3213,RW4,3,213,2,3,323088,6,2000,1206,7,1,0,6,7,2,1,29,1,43,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,1, ,1, , , ,13,5,21,0,1,0,0,0,0,0,34, , ,2,1,1,33,0,0,6,0,3,2, , , ,30,1,0,1,2,0,.323088
3224,RW4,3,224,1,3,323088,6,2000,1206,4,2,1,4,4,1,1,29,1,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,1, ,2, , , ,12, ,21,0,1,0,0,0,0,0,34, , ,4,1,1,26,0,1,6,1,1,2, , , ,30,1,0,1,2,8,.323088
3235,RW4,3,235,1,3,323088,7,2000,1207,1,0,0,1,1,0,1,3,1,59,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,0, ,0, , , ,96,20,21,1,1,0,0,0,0,0,34, , ,1,1,1,22,0,1,6,0, ,2, , , ,30,1,0,1,2,3,.323088
3246,RW4,3,246,2,3,323088,7,2000,1207,2,0,0,2,1,0,1,4,1,59,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,0, ,0, , , ,96,10,21,0,1,0,0,0,0,0,34, , ,3,1,1,27,0,1,6,0, ,2, , , ,15,1,0,1,2, ,.323088
3257,RW4,3,257,1,3,323088,7,2000,1207,5,2,1,5,5,1,1,1,3,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,1, ,2, , , ,12, ,21,0,1,0,0,0,0,0,34, , ,4,1,1,35,0,0,6,0,3,2, , , ,15,1,0,1,2,7,.323088
3268,RW4,3,268,1,3,323088,7,2000,1207,1,0,0,1,1,0,1,4,1,19,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,0, ,0, , , ,12, ,22,0,0,0,0,0,0,0,11, , ,1,1,1,36,0,1,6,0, ,2, , , ,30,1,0,1,2,0,.323088
3279,RW4,3,279,2,3,323088,7,2000,1207,9,2,0,8,9,2,1,1,1,43,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,2, ,2, , , ,13,30,21,1,1,0,1,0,1,0,34, , ,5,1,2,56,0,1,6,0,3,2, , , ,15,1,0,1,2,0,.323088
3290,RW4,3,290,1,3,323088,7,2000,1207,5,2,1,5,5,1,1,1,3,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,1, ,2, , , ,12, ,22,1,1,1,0,0,0,0,34, , ,5,1,1,31,0,0,6,1,1,2, , , ,30,1,0,1,2,13,.323088
3301,RW4,3,301,2,3,323088,7,2000,1207,3,1,0,3,3,0,1,2,1,43,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,0, ,1, , , ,11, ,22,1,1,0,0,0,0,0,34, , ,5,1,1,24,0,1,6,1, ,2, , , ,15,1,0,1,2,0,.323088
3312,RW4,3,312,1,3,323088,7,2000,1207,5,3,0,5,5,1,1,1,1,59,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,1, ,3, , , ,11, ,11,1,1,1,0,0,0,0,34, , ,5,1,1,50,1,0,6,1,1,1,1,1,1,15,1,0,1,2,0,.323088
3323,RW4,3,323,1,3,323088,7,2000,1207,2,2,0,2,2,0,1,4,2,43,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,0, ,2, , , ,13,20,21,1,1,0,0,0,0,0,34, , ,5,1,2,25,0,1,6,1, ,2, , , ,7,1,0,1,2,0,.323088
3334,RW4,3,334,2,3,323088,7,2000,1207,7,2,0,6,6,1,1,3,1,59,83,0,3,2,9,9,1,0,0,0,38,8,71,21244,0, ,3, , , ,96,3,21,0,1,0,0,1,0,0,34, , ,5,1,1,28,0,1,6,1, ,2, , , ,15,1,0,1,2,8,.323088
3345,RW4,3,345,2,3,323088,7,2000,1207,3,2,0,3,3,0,1,4,2,43,83,0,3,2,9,9,1,0,0,0,38,8,0,21244,0, ,2, , , ,13,3,21,0,0,0,0,0,0,0,34, , ,3,1,2,30,0,0,6,1, ,2, , , ,0,1,0,1,2,0,.323088
3356,RW4,3,356,2,3,323088,7,2000,1207,8,1,2,8,8,2,1,1,1,41,83,0,3,2,9,9,1,0,1,323970,38,8,71,21244,1, ,1, , , ,12, ,22,0,1,0,0,1,0,0,34, , ,4,1,1,42,0,0,6,0,3,2, , , ,30,1,0,1,2,5,.323088
4  4,RW4,4,4,2,4,323088,6,2000,1206,7,2,0,7,7,3,1,27,1,60,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,3, ,2, , , ,11, ,21,1,1,0,0,0,0,0,34, , ,5,1,1,31,0,1,5,0,3,2, , , ,30,1,0,1,2,0,.323088
4 17,RW4,4,17,2,4,323088,6,2000,1206,8,1,0,8,8,1,1,27,1,60,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,1, ,1, , , ,13,30,21,0,1,0,0,0,0,0,34, , ,4,1,1,47,0,0,6,0,3,2, , , ,15,1,0,1,2,7,.323088
4 30,RW4,4,30,2,4,323088,6,2000,1206,4,2,1,3,3,0,1,27,1,1,88,0,4,2,9,9,1,0,1,323970,50,42,71,21244,0, ,2, , , ,41,60,22,1,1,0,0,0,0,0,34, , ,5,1,1,41,0,0,6,1, ,2, , , ,30,1,0,1,2,11,.323088
4 43,RW4,4,43,2,4,323088,6,2000,1206,7,1,0,7,6,0,1,27,1,33,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,0, ,1, , , ,13,5,22,1,1,1,0,0,0,0,34, , ,5,1,1,28,0,1,6,1, ,2, , , ,15,1,0,1,2,0,.323088
4 56,RW4,4,56,1,4,323088,6,2000,1206,4,2,0,4,4,1,1,28,2,33,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,1, ,2, , , ,13,10,21,0,0,0,0,0,0,0,34, , ,5,1,2,26,0,1,6,1,1,2, , , ,15,1,0,1,2,0,.323088
4 69,RW4,4,69,2,4,323088,6,2000,1206,5,1,2,5,5,1,1,28,1,1,88,0,4,2,9,9,1,0,1,323970,50,42,71,21244,1, ,1, , , ,41,60,21,0,1,0,0,0,0,0,34, , ,4,1,1,26,0,1,6,1,1,2, , , ,15,1,0,1,2,6,.323088
4 82,RW4,4,82,1,4,323088,6,2000,1206,9,2,0,9,8,1,1,27,1,39,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,1, ,2, , , ,13,30,21,0,0,0,0,0,0,0,34, , ,4,1,2,52,0,0,7,0,3,2, , , ,15,1,0,1,2,8,.323088
4 95,RW4,4,95,0,4,0,6,2000,1206,0,0,0,0,0,0,6,27,1,39,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
4108,RW4,4,108,2,4,323088,6,2000,1206,7,3,1,7,7,2,1,28,1,1,88,0,4,2,9,9,1,0,1,323970,50,42,71,21244,2, ,3, , , ,12, ,22,1,1,1,1,0,0,0,34, , ,5,1,1,35,0,1,6,1,1,2, , , ,30,1,0,1,2,5,.323088
4121,RW4,4,121,1,4,323088,6,2000,1206,2,1,0,2,2,1,1,28,1,39,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,1, ,1, , , ,13,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,29,0,1,7,0,3,2, , , ,30,1,0,1,2,0,.323088
4134,RW4,4,134,1,4,323088,6,2000,1206,2,0,0,2,2,0,1,28,1,39,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,0, ,0, , , ,13,10,22,1,1,0,0,0,1,0,34, , ,3,1,1,29,0,1,6,0, ,2, , , ,7,1,0,1,2,2,.323088
4147,RW4,4,147,1,4,323088,7,2000,1207,1,0,1,1,1,0,1,1,1,60,88,0,4,2,9,9,1,0,1,323970,50,42,71,21244,0, ,0, , , ,13,20,21,1,1,0,0,0,0,0,11, , ,1,1,1,29,0,1,5,1, ,2, , , ,15,1,0,1,2,5,.323088
4160,RW4,4,160,1,4,323088,7,2000,1207,3,0,0,3,3,0,1,1,1,60,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,0, ,0, , , ,13,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,45,0,1,6,0, ,2, , , ,15,1,0,1,2,1,.323088
4173,RW4,4,173,2,4,323088,6,2000,1206,5,2,0,5,5,2,1,28,1,33,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,2, ,2, , , ,23,15,21,0,1,0,0,0,0,0,34, , ,4,1,1,26,0,1,6,0,3,2, , , ,15,1,0,1,2,6,.323088
4186,RW4,4,186,2,4,323088,6,2000,1206,5,1,1,5,5,0,1,28,1,33,88,0,4,2,9,9,1,0,1,323970,50,42,71,21244,0, ,1, , , ,23,15,21,0,0,0,0,0,0,0,34, , ,4,1,2,62,0,1,7,0, ,2, , , ,15,1,0,1,2,12,.323088
4199,RW4,4,199,2,4,323088,6,2000,1206,4,1,0,4,4,2,1,28,1,39,88,0,4,2,9,9,1,0,0,0,50,42,71,21244,1, ,1, , , ,13,20,22,1,0,0,0,0,0,0,34, , ,2,1,1,32,0,0,6,0,3,2, , , ,15,1,0,1,2,3,.323088
