HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,HV201,HV202,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,HV221,HV225,HV226,HV227,HV228,HV234,HV235,HV236,HV237,HV237A,HV237B,HV237C,HV237D,HV237E,HV237F,HV237G,HV237H,HV237I,HV237J,HV237K,HV237X,HV237Z,HV238,HV239,HV240,HV241,HV242,HV243A,HV243B,HV243C,HV243D,HV244,HV245,HV246,HV246A,HV246B,HV246C,HV246D,HV246E,HV246F,HV246G,HV246H,HV246I,HV246J,HV246K,HV247,HV248,HV249,HV250,HV251,HV270,HV271,HML1,HML1A,HML2,SH108AA,SH108BA,SH108BB,SH108BC,SH108BD,SH108BX,SH108C1,SH108C2,SH108E,SHREGION,SHDISTRICT,V126
20714,RW5,207,14,1,207,798906,4,2008,1300,3,0,0,3,3,0,1,2,1,204,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,41, ,25,22,0,1,0,0,0,0,0,11, , , ,2,1,2,52,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,0,0,0,1,1,0,0,0,0,3,0, ,10,8,.798906
20715,RW5,207,15,1,207,798906,4,2008,1300,6,2,0,6,6,1,1,2,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,41, ,10,22,0,1,0,0,0,0,0,11, , , ,2,1,1,22,0,0,7,9,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,0,0,0,1,1,0,0,0,0,3,0, ,10,8,.798906
20716,RW5,207,16,1,207,798906,4,2008,1300,4,1,2,4,4,0,1,2,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,42, ,30,22,0,0,0,0,0,0,0,11, , , ,4,1,1,37,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-61094,1,1,1,0, , , , , , , , ,10,8,.798906
20717,RW5,207,17,1,207,798906,4,2008,1300,4,1,1,4,4,0,1,3,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,41, ,10,22,0,1,0,0,0,0,0,11, , , ,4,1,2,24,0,0,7,9, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,0,0,0,1,1,0,0,0,0,2,0, ,10,8,.798906
20718,RW5,207,18,1,207,798906,4,2008,1300,1,0,1,1,1,0,1,2,1,204,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,42, ,20,22,0,1,0,0,1,0,0,11, , , ,2,1,1,34,0,0,7,9,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-47829,0,0,0,0, , , , , , , , ,10,8,.798906
20719,RW5,207,19,1,207,798906,4,2008,1300,9,2,2,9,9,2,1,2,1,204,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,33, ,30,21,0,1,0,0,0,0,0,11, , , ,2,1,1,34,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-27532,1,1,1,0, , , , , , , , ,10,8,.798906
20720,RW5,207,20,1,207,798906,4,2008,1300,2,1,0,2,2,0,1,3,1,202,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,13, ,30,21,0,0,0,0,0,0,0,11, , , ,4,1,1,53,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-30397,1,1,0,0, , , , , , , , ,10,8,.798906
20721,RW5,207,21,1,207,798906,4,2008,1300,3,1,0,3,3,0,1,2,1,204,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,13, ,10,22,0,1,0,0,0,0,0,11, , , ,2,1,1,38,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,2,2,1,1,1,0,0,0,0,3,0, ,10,8,.798906
20722,RW5,207,22,2,207,798906,4,2008,1300,3,1,0,3,3,1,1,4,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,13, ,30,21,0,0,0,0,0,0,0,11, , , ,2,1,1,30,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-30397,0,0,0,1,1,0,0,0,0,3,1, ,10,8,.798906
20723,RW5,207,23,1,207,798906,4,2008,1300,1,0,0,1,1,0,1,3,1,204,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,33, ,40,22,0,0,0,0,0,0,0,11, , , ,1,1,2,88,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-57536,0,0,0,1,1,0,0,0,0,1,0, ,10,8,.798906
20724,RW5,207,24,3,207,798906,4,2008,1300,7,2,0,7,7,0,1,3,1,202,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,23, ,60,22,0,1,0,0,0,0,0,11, , , ,2,1,1,36,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-47455,0,0,0,0, , , , , , , , ,10,8,.798906
20725,RW5,207,25,1,207,798906,4,2008,1300,4,1,0,4,4,0,1,3,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,23, ,60,31,0,0,0,0,0,0,0,11, , , ,1,1,2,27,0, ,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-53605,0,0,0,0, , , , , , , , ,10,8,.798906
20726,RW5,207,26,1,207,798906,4,2008,1300,5,1,0,5,5,1,1,3,1,202,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,23, ,20,22,0,0,0,0,0,0,0,11, , , ,4,1,1,61,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-58834,0,0,0,0, , , , , , , , ,10,8,.798906
20727,RW5,207,27,1,207,798906,4,2008,1300,1,0,1,1,1,0,1,2,1,202,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,23, ,40,22,0,0,0,0,0,0,0,11, , , ,2,1,1,32,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-58834,0,0,0,1,1,0,0,0,0,1,0, ,10,8,.798906
20728,RW5,207,28,1,207,798906,4,2008,1300,2,0,1,2,2,0,1,2,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,23, ,60,22,0,0,0,0,0,0,0,11, , , ,1,1,2,87,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-58834,0,0,0,0, , , , , , , , ,10,8,.798906
20729,RW5,207,29,1,207,798906,4,2008,1300,5,1,1,5,5,1,1,3,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,13, ,30,22,0,1,0,0,0,0,0,11, , , ,4,1,1,49,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,0,0,0,1,1,0,0,0,0,2,1, ,10,8,.798906
20730,RW5,207,30,2,207,798906,4,2008,1300,2,2,0,2,2,0,1,2,1,201,1,0,207,19,10,5,2,3,1,798906,203,205,2, , ,1591, ,1, , ,13, ,30,22,0,1,0,0,0,0,0,11, , , ,4,1,1,75,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,0,0,0,0, , , , , , , , ,10,8,.798906
208 1,RW5,208,1,1,208,1356930,4,2008,1300,8,1,0,8,8,3,1,2,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,60,22,0,1,0,0,1,0,0,11, , , ,4,1,1,40,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-35757,1,1,1,1,1,0,0,0,0,6,3, ,10,8,1.35693
208 2,RW5,208,2,1,208,1356930,4,2008,1300,1,0,1,1,1,0,1,4,2,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,41, ,30,22,0,1,0,0,1,0,0,11, , , ,2,1,1,55,0,1,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-35055,0,0,0,1,1,0,0,0,0,1,0, ,10,8,1.35693
208 3,RW5,208,3,1,208,1356930,4,2008,1300,2,0,1,2,2,1,1,2,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,23, ,1,21,0,1,0,0,9,9,9,11, , , ,3,1,2,65,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , ,4,-28830,1,1,1,0, , , , , , , , ,10,8,1.35693
208 4,RW5,208,4,1,208,1356930,4,2008,1300,6,1,1,6,6,1,1,2,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,33, ,60,22,0,1,0,0,1,0,0,11, , , ,2,1,1,54,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-44271,0,0,0,1,1,0,0,0,0,6,1, ,10,8,1.35693
208 5,RW5,208,5,1,208,1356930,4,2008,1300,3,1,1,3,3,1,1,2,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,44, ,60,22,0,1,0,0,1,0,0,11, , , ,5,1,1,50,0,0,6,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,5,42935,1,1,0,1,1,0,0,0,0,3,1, ,10,8,1.35693
208 6,RW5,208,6,1,208,1356930,4,2008,1300,3,1,1,3,3,1,1,2,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,5,21,0,1,0,0,1,0,0,11, , , ,2,1,1,25,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-17132,2,2,0,1,1,0,0,0,0,2,0, ,10,8,1.35693
208 7,RW5,208,7,1,208,1356930,4,2008,1300,5,2,1,5,5,1,1,3,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,42, ,120,22,0,0,0,0,0,0,0,11, , , ,1,1,2,38,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-61094,0,0,0,1,1,0,0,0,0,5,1, ,10,8,1.35693
208 8,RW5,208,8,2,208,1356930,4,2008,1300,4,1,1,4,4,2,1,3,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,42, ,120,22,0,1,0,0,1,0,0,11, , , ,2,1,1,35,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,2,-47829,2,2,2,1,1,0,0,0,0,4,2, ,10,8,1.35693
208 9,RW5,208,9,1,208,1356930,4,2008,1300,3,1,1,3,3,1,1,3,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,40,22,0,0,0,0,0,0,0,11, , , ,2,1,1,39,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,1,1,1,1,1,0,0,0,0,3,1, ,10,8,1.35693
20810,RW5,208,10,1,208,1356930,4,2008,1300,5,1,1,5,2,2,1,3,1,105,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,5,21,0,1,0,0,0,0,0,11, , , ,2,1,1,35,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,0,0,0,1,1,0,0,0,0,4,2, ,10,8,1.35693
20811,RW5,208,11,1,208,1356930,4,2008,1300,3,1,0,3,3,1,1,3,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,10,22,0,1,0,0,0,0,0,11, , , ,4,1,2,39,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,2,2,0,1,1,0,0,0,0,3,0, ,10,8,1.35693
20812,RW5,208,12,2,208,1356930,4,2008,1300,3,1,1,3,3,1,1,3,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,33, ,60,21,0,0,0,0,0,0,0,11, , , ,2,1,1,22,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-38911,1,1,1,1,1,0,0,0,0,3,1, ,10,8,1.35693
20813,RW5,208,13,1,208,1356930,4,2008,1300,5,1,2,5,5,1,1,2,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,23, ,120,22,0,1,0,0,1,0,0,11, , , ,2,1,1,30,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-45569,3,3,2,0, , , , , , , , ,10,8,1.35693
20814,RW5,208,14,2,208,1356930,4,2008,1300,6,1,2,6,6,3,1,2,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,44, ,120,22,0,1,0,0,0,0,0,11, , , ,1,1,2,37,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49716,0,0,0,1,1,0,0,0,0,5,2, ,10,8,1.35693
20815,RW5,208,15,1,208,1356930,4,2008,1300,7,1,4,7,7,0,1,2,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,40,21,0,1,0,0,0,0,0,11, , , ,4,1,1,44,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-19018,2,2,1,1,1,0,0,0,0,6,0, ,10,8,1.35693
20816,RW5,208,16,1,208,1356930,4,2008,1300,3,0,0,3,3,1,1,4,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,51, ,996,21,0,1,0,0,0,0,0,11, , , ,1,1,2,62,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32002,0,0,0,0, , , , , , , , ,10,8,1.35693
20817,RW5,208,17,1,208,1356930,4,2008,1300,1,1,0,1,1,0,1,4,2,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,33, ,90,21,0,1,0,0,1,0,0,34, , , ,2,1,1,25,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,48537,1,1,0,1,1,0,0,0,0,1,0, ,10,8,1.35693
20818,RW5,208,18,2,208,1356930,4,2008,1300,7,1,1,7,7,3,1,2,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,44, ,60,21,0,1,0,0,0,0,0,11, , , ,5,1,1,33,0,1,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,4,-13841,2,2,1,1,1,0,0,0,0,7,3, ,10,8,1.35693
20819,RW5,208,19,2,208,1356930,4,2008,1300,5,1,4,5,5,0,1,2,1,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,44, ,30,22,0,1,0,0,1,0,0,11, , , ,4,1,1,68,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-47829,0,0,0,0, , , , , , , , ,10,8,1.35693
20820,RW5,208,20,2,208,1356930,4,2008,1300,8,1,1,8,8,2,1,4,2,103,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,33, ,60,21,0,1,0,0,1,0,0,11, , , ,4,1,1,41,0,9,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-30486,3,3,1,0, , , , , , , , ,10,8,1.35693
20821,RW5,208,21,1,208,1356930,4,2008,1300,1,0,0,1,1,0,1,3,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,33, ,120,21,0,1,0,0,1,0,0,11, , , ,4,1,1,60,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-25646,2,2,1,0, , , , , , , , ,10,8,1.35693
20822,RW5,208,22,1,208,1356930,4,2008,1300,2,0,1,2,2,0,1,3,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,60,22,0,1,0,0,1,0,0,11, , , ,1,1,1,34,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-35757,1,1,0,0, , , , , , , , ,10,8,1.35693
20823,RW5,208,23,1,208,1356930,4,2008,1300,1,0,0,1,1,0,1,2,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,44, ,60,22,0,1,0,0,1,0,0,11, , , ,5,1,1,39,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,2,-47829,4,4,2,0, , , , , , , , ,10,8,1.35693
20824,RW5,208,24,2,208,1356930,4,2008,1300,4,1,1,4,4,1,1,3,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,44, ,60,21,0,1,0,0,0,0,0,11, , , ,1,1,2,29,0,1,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-13841,2,2,1,0, , , , , , , , ,10,8,1.35693
20825,RW5,208,25,2,208,1356930,4,2008,1300,5,1,1,5,5,2,1,2,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,33, ,120,22,0,0,0,0,0,0,0,11, , , ,4,1,2,48,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-57536,2,2,0,1,1,0,0,0,0,5,1, ,10,8,1.35693
20826,RW5,208,26,2,208,1356930,4,2008,1300,6,1,1,6,6,0,1,3,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,23, ,30,21,0,1,0,0,1,0,0,11, , , ,2,1,1,34,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,4,-26944,1,1,1,0, , , , , , , , ,10,8,1.35693
20827,RW5,208,27,1,208,1356930,4,2008,1300,5,1,1,5,5,0,1,2,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,41, ,180,21,0,1,0,0,1,0,0,11, , , ,5,1,1,41,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,4,-30115,3,3,2,0, , , , , , , , ,10,8,1.35693
20828,RW5,208,28,1,208,1356930,4,2008,1300,6,1,1,6,6,1,1,4,2,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,10,22,0,0,0,0,0,0,0,11, , , ,4,1,2,47,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,2,2,0,1,1,0,0,0,0,6,1, ,10,8,1.35693
20829,RW5,208,29,1,208,1356930,4,2008,1300,3,1,0,3,3,2,1,3,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,13, ,15,22,0,1,0,0,0,0,0,11, , , ,1,1,1,24,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,1,1,0,0, , , , , , , , ,10,8,1.35693
20830,RW5,208,30,2,208,1356930,4,2008,1300,3,1,1,3,3,1,1,2,1,102,3,0,208,19,10,5,2,3,1,1356930,101,104,2, , ,1615, ,1, , ,23, ,30,22,0,1,0,0,1,0,0,11, , , ,4,1,1,80,0,9,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31783,3,3,2,0, , , , , , , , ,10,8,1.35693
209 1,RW5,209,1,1,209,949764,3,2008,1299,9,1,2,9,9,3,1,3,1,124,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,30,22,0,1,0,0,0,0,0,11, , , ,2,1,1,40,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,0,0,0,1,1,0,0,0,0,9,2, ,10,9,.949764
209 2,RW5,209,2,1,209,949764,3,2008,1299,5,0,1,5,2,3,1,3,1,124,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,23, ,4,22,0,1,0,0,1,0,0,11, , , ,4,1,1,70,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,2,-45569,3,3,0,0, , , , , , , , ,10,9,.949764
209 3,RW5,209,3,1,209,949764,3,2008,1299,3,1,1,3,3,1,1,3,1,124,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,10,22,0,1,0,0,0,0,0,12, , , ,2,1,1,40,0,1,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,14428,0,0,0,1,1,0,0,0,0,3,1, ,10,9,.949764
209 4,RW5,209,4,1,209,949764,3,2008,1299,2,1,1,2,2,0,1,3,1,124,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,10,21,0,1,0,0,0,0,0,11, , , ,2,1,1,30,1,1,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,5,-1769,2,2,0,0, , , , , , , , ,10,9,.949764
209 5,RW5,209,5,1,209,949764,3,2008,1299,3,1,0,3,2,1,1,3,1,124,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,15,21,0,1,0,0,1,0,0,11, , , ,5,1,1,40,1,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,4,-17132,2,2,0,1,0,0,1,0,0, , , ,10,9,.949764
209 6,RW5,209,6,1,209,949764,3,2008,1299,6,1,2,6,6,0,1,3,1,806,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,30,22,0,1,0,0,1,0,0,11, , , ,5,1,1,35,0,1,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-22071,4,4,2,1,1,0,0,0,0,5,0, ,10,9,.949764
209 7,RW5,209,7,1,209,949764,3,2008,1299,5,1,1,5,5,3,1,3,1,806,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,30,22,0,0,0,0,0,0,0,11, , , ,4,1,1,48,0,1,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-35336,2,2,0,0, , , , , , , , ,10,9,.949764
209 8,RW5,209,8,1,209,949764,3,2008,1299,4,1,1,4,4,2,1,3,1,806,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,20,22,0,1,0,0,0,0,0,11, , , ,4,1,2,39,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,2,2,1,1,1,0,0,0,0,4,2, ,10,9,.949764
209 9,RW5,209,9,2,209,949764,3,2008,1299,3,1,0,3,2,0,1,3,1,806,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,41, ,60,22,0,1,0,0,1,0,0,11, , , ,1,1,2,34,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-48740,3,3,2,1,1,0,0,0,0,3,0, ,10,9,.949764
20910,RW5,209,10,1,209,949764,3,2008,1299,8,1,2,8,8,2,1,3,1,806,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,41, ,30,22,0,1,0,0,1,0,0,11, , , ,4,1,1,45,0,9,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-34955,2,2,1,0, , , , , , , , ,10,9,.949764
20911,RW5,209,11,1,209,949764,3,2008,1299,3,1,0,3,3,1,1,3,1,902,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,41, ,45,22,0,0,0,0,0,0,0,11, , , ,4,1,1,20,0,9,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-48220,1,1,0,0, , , , , , , , ,10,9,.949764
20912,RW5,209,12,1,209,949764,3,2008,1299,7,2,1,7,7,0,1,3,1,902,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,20,22,0,1,0,0,0,0,0,11, , , ,4,1,2,48,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,0,0,0,1,1,0,0,0,0,1,0, ,10,9,.949764
20913,RW5,209,13,2,209,949764,3,2008,1299,2,0,1,2,2,0,1,3,1,902,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,10,22,0,0,0,0,1,0,0,11, , , ,5,1,1,43,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-47135,1,1,1,0, , , , , , , , ,10,9,.949764
20914,RW5,209,14,1,209,949764,3,2008,1299,3,0,0,3,3,0,1,3,1,902,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,3,21,0,1,0,0,0,0,0,11, , , ,2,1,1,24,0,1,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,-1769,1,1,0,0, , , , , , , , ,10,9,.949764
20915,RW5,209,15,2,209,949764,3,2008,1299,3,1,1,3,3,1,1,3,1,902,2,0,209,19,10,4,2,3,1,949764,122,124,1, , ,2044, ,1, , ,13, ,30,21,0,0,0,0,0,0,0,11, , , ,4,1,1,46,0,1,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-13148,2,2,2,1,1,0,0,0,0,3,1, ,10,9,.949764
