HHID,PID,HV101,HV102,HV103,HV104,HV105,HV106,HV107,HV108,HV109,HV110,HV111,HV112,HV113,HV114,HV115,HV116,HV117,HV118,SH9A,SH11,SH12
751 33,9,10,1,1,2,15,1,4,4,1,0, , , , , , ,1,0,1,1,1
751 33,10,6,1,1,1,83,0, ,0,0,0, , , , , , ,0,0, ,0,0
751 33,11,6,1,1,2,63,0, ,0,0,0, , , , , , ,0,0, ,0,0
751 48,1,1,1,1,1,40,1,3,3,1,0, , , , , , ,0,0,1,0,0
751 48,2,2,1,1,2,38,0, ,0,0,0, , , , , , ,1,0, ,1,1
751 48,3,3,1,1,2,17,1,3,3,1,0, , , , , , ,1,0,1,1,1
751 48,4,3,1,1,1,15,1,4,4,1,0, , , , , , ,0,0,1,1,1
751 48,5,3,1,1,2,12,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
751 48,6,3,1,1,1,10,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
751 48,7,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751 48,8,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751 48,9,10,0,1,1,17,1,8,8,2,0, , , , , , ,0,0,2,1,1
751 79,1,1,1,1,2,42,1,5,5,1,0, , , , , , ,1,0,1,0,0
751 79,2,3,1,1,2,22,1,8,8,2,0, , , , , , ,1,0,2,1,0
751 79,3,3,1,0,1,18,1,5,5,1,0, , , , , , ,0,0,1,1,0
751 79,4,3,1,1,2,17,2,1,9,3,1, , , , , , ,1,0,5,1,0
751 79,5,3,1,1,2,13,1,7,7,1,1,1, ,0, , , ,0,0,2,1,0
751 79,6,10,1,1,2,23,2,3,11,3,0, , , , , , ,1,0,4,1,1
751 94,1,1,1,1,1,45,3,3,17,5,0, , , , , , ,0,0,7,1,1
751 94,2,2,1,1,2,34,1,5,5,1,0, , , , , , ,1,0,1,1,0
751 94,3,11,1,1,2,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
751110,1,1,1,1,1,73,0, ,0,0,0, , , , , , ,0,0, ,0,0
751110,2,2,1,1,2,55,0, ,0,0,0, , , , , , ,0,0, ,1,1
751125,1,1,1,1,2,30,1,6,6,1,0, , , , , , ,1,0,2,0,0
751125,2,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751125,3,3,1,0,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751125,4,10,1,1,1,18,1,3,3,1,0, , , , , , ,0,0,1,1,1
751125,5,10,1,1,1,12,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
751125,6,8,0,1,2,33,1,5,5,1,0, , , , , , ,1,0,1,0,0
751125,7,10,0,1,1,10,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
751125,8,10,1,1,2,6,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
751125,9,10,1,1,1,6,0, ,0,0,0,0, ,0, , , ,0,0, ,0,0
751140,1,1,1,1,2,53,1,6,6,1,0, , , , , , ,0,0,2,0,0
751140,2,3,1,1,1,37,1,6,6,1,0, , , , , , ,0,0,2,1,1
751140,3,3,1,1,2,32,1,4,4,1,0, , , , , , ,1,0,1,1,1
751140,4,3,1,1,2,23,1,3,3,1,0, , , , , , ,1,0,1,1,1
751140,5,3,1,1,2,18,1,4,4,1,0, , , , , , ,1,0,1,1,1
751140,6,5,1,1,1,16,1,4,4,1,0, , , , , , ,0,0,1,1,1
751140,7,5,1,1,1,13,1,4,4,1,1,1, ,0, , , ,0,0,1,1,0
751140,8,5,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751140,9,5,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751140,10,4,1,1,1,26,2,2,10,3,0, , , , , , ,0,0,5,1,1
751186,1,1,1,1,1,42,1,5,5,1,0, , , , , , ,0,1,1,1,1
751186,2,2,1,1,2,29,0, ,0,0,0, , , , , , ,1,0, ,1,1
751186,3,3,1,1,1,14,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
751186,4,3,1,1,2,12,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
751186,5,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751202,1,1,1,1,1,30,1,6,6,1,0, , , , , , ,0,0,2,0,0
751202,2,2,1,1,2,24,1,7,7,1,0, , , , , , ,1,0,1,1,1
751202,3,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751202,4,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751202,5,10,0,1,1,29,0, ,0,0,0, , , , , , ,0,0, ,1,1
751217,1,1,1,1,1,31,1,2,2,1,0, , , , , , ,0,0,1,1,0
751217,2,2,1,1,2,17,1,3,3,1,0, , , , , , ,1,0,1,0,1
751263,1,1,1,1,1,31,2,2,10,3,0, , , , , , ,0,1,5,1,1
751263,2,2,1,1,2,21,1,8,8,2,0, , , , , , ,1,0,2,1,0
751263,3,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751263,4,12,1,1,1,25,1,8,8,2,0, , , , , , ,0,0,2,1,1
751279,1,1,1,1,2,36,0, ,0,0,0, , , , , , ,1,0, ,0,1
751279,2,3,1,1,1,15,1,2,2,1,0, , , , , , ,0,0,1,1,0
751279,3,3,1,1,1,8,1,1,1,1,1,1, ,0, , , ,0,0,1,1,0
751279,4,3,1,1,2,7,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
751279,5,3,1,1,1,5,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
751279,6,8,0,1,2,16,1,5,5,1,9, , , , , , ,1,0,1,0,1
751294,1,1,1,1,1,52,0, ,0,0,0, , , , , , ,0,0, ,1,1
751294,2,2,1,1,2,52,0, ,0,0,0, , , , , , ,0,0, ,1,0
751294,3,3,1,1,2,19,1,4,4,1,0, , , , , , ,1,0,1,1,1
751294,4,3,1,1,2,16,1,5,5,1,0, , , , , , ,1,0,1,1,1
751294,5,5,1,1,1,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
751294,6,3,1,1,2,11,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
751309,1,1,1,1,1,26,1,8,8,2,0, , , , , , ,0,0,2,1,1
801  2,1,1,1,1,1,31,0, ,0,0,0, , , , , , ,0,0, ,1,1
801  2,2,2,1,1,2,32,1,4,4,1,0, , , , , , ,1,0,1,1,1
801  2,3,3,1,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801  2,4,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801  2,5,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801  2,6,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801  6,1,1,1,1,2,40,1,1,1,1,0, , , , , , ,1,0,1,0,1
801  6,2,3,1,1,1,16,1,5,5,1,0, , , , , , ,0,0,1,1,0
801  6,3,3,1,1,2,8,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
801  6,4,3,1,1,1,5,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
801  6,5,3,1,1,2,3,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
801 10,1,1,1,1,1,49,0, ,0,0,0, , , , , , ,0,0, ,1,1
801 10,2,2,1,1,2,43,0, ,0,0,0, , , , , , ,1,0, ,0,1
801 10,3,3,1,1,1,11,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801 14,1,1,1,1,1,43,1,6,6,1,0, , , , , , ,0,0,2,0,0
801 14,2,3,1,1,2,18,1,5,5,1,0, , , , , , ,1,0,1,0,1
801 14,3,3,1,1,1,13,1,2,2,1,0,0, ,1, , , ,0,0,1,0,1
801 14,4,3,1,1,2,11,1,1,1,1,0,0, ,1, , , ,0,0,1,0,1
801 14,5,3,1,1,1,7,0, ,0,0,0,0, ,1, , , ,0,0, ,0,1
801 18,1,1,1,1,1,34,1,6,6,1,0, , , , , , ,0,1,2,1,0
801 18,2,2,1,1,2,33,1,6,6,1,0, , , , , , ,1,0,2,1,1
801 18,3,3,1,0,2,11,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
801 18,4,3,1,1,2,9,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
801 18,5,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 18,6,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 22,1,1,1,1,2,40,0, ,0,0,0, , , , , , ,1,0, ,0,0
801 22,2,3,1,1,2,18,0, ,0,0,0, , , , , , ,1,0, ,1,1
801 22,3,3,1,1,2,16,0, ,0,0,0, , , , , , ,1,0, ,1,1
801 26,1,1,1,1,1,49,1,3,3,1,0, , , , , , ,0,0,1,0,1
801 26,2,2,1,1,2,47,1,4,4,1,0, , , , , , ,1,0,1,1,0
801 26,3,3,1,1,1,13,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
801 26,4,3,1,1,2,9,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801 26,5,3,1,1,2,6,9, ,99,9,0,1, ,1, , , ,0,0, ,1,1
801 30,1,1,1,1,2,67,0, ,0,0,0, , , , , , ,0,0, ,1,0
801 30,2,3,1,1,1,30,0, ,0,0,0, , , , , , ,0,0, ,1,0
801 30,3,3,1,1,1,18,1,4,4,1,0, , , , , , ,0,0,1,1,0
801 30,4,5,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 30,5,5,1,1,2,8,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
801 30,6,5,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 30,7,5,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 30,8,5,1,1,1,9,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
801 34,1,1,1,1,1,65,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 34,2,2,1,1,2,62,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 34,3,3,1,1,2,20,0, ,0,0,0, , , , , , ,1,0, ,1,1
801 34,4,3,1,1,2,17,1,6,6,1,0, , , , , , ,1,0,1,1,1
801 34,5,3,1,1,1,15,0, ,0,0,0, , , , , , ,0,0, ,1,1
801 34,6,3,1,1,2,13,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
801 38,1,1,1,1,1,77,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 38,2,2,1,1,2,74,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 38,3,3,1,1,1,34,1,6,6,1,0, , , , , , ,0,0,2,1,1
801 42,1,1,1,1,1,72,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 42,2,2,1,1,2,67,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 42,3,3,1,1,1,22,0, ,0,0,0, , , , , , ,0,0, ,1,1
801 42,4,3,1,1,2,22,0, ,0,0,0, , , , , , ,1,0, ,1,1
801 42,5,5,1,1,1,11,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
801 42,6,5,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 46,1,1,1,1,1,52,0, ,0,0,0, , , , , , ,0,0, ,1,0
801 46,2,2,1,1,2,44,1,5,5,1,0, , , , , , ,1,0,1,1,0
801 46,3,11,1,1,1,10,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
801 46,4,11,1,1,1,6,9, ,99,9,0,1, ,1, , , ,0,0, ,1,1
801 50,1,1,1,1,1,44,1,5,5,1,0, , , , , , ,0,0,1,0,0
801 50,2,2,1,1,2,45,0, ,0,0,0, , , , , , ,1,0, ,0,0
801 50,3,3,1,1,1,16,1,7,7,1,0, , , , , , ,0,0,2,1,1
801 50,4,3,1,1,1,14,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
801 50,5,3,1,1,2,12,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
801 50,6,3,1,1,1,7,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801 50,7,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 54,1,1,1,1,1,30,2,2,10,3,0, , , , , , ,0,0,3,1,1
801 54,2,2,1,1,2,25,1,8,8,2,0, , , , , , ,1,0,2,1,1
801 54,3,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 54,4,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 58,1,1,1,1,1,32,0, ,0,0,0, , , , , , ,0,1, ,1,0
801 58,2,2,1,1,2,29,1,3,3,1,0, , , , , , ,1,0,1,0,1
801 58,3,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 58,4,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 62,1,1,1,1,1,28,0, ,0,0,0, , , , , , ,0,0, ,1,0
801 62,2,2,1,1,2,26,1,2,2,1,0, , , , , , ,1,0,1,1,1
801 62,3,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 66,1,1,1,1,1,50,1,5,5,1,0, , , , , , ,0,0,1,1,0
801 66,2,2,1,1,2,50,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 66,3,3,0,1,2,20,1,6,6,1,9, , , , , , ,1,0,1,1,1
801 66,4,3,1,1,2,18,1,2,2,1,0, , , , , , ,1,0,1,1,1
801 66,5,3,1,1,1,16,0, ,0,0,0, , , , , , ,0,0, ,1,1
801 66,6,3,1,1,1,13,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
801 66,7,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 70,1,1,1,1,1,29,0, ,0,0,0, , , , , , ,0,0, ,1,0
801 70,2,2,1,1,2,26,0, ,0,0,0, , , , , , ,1,0, ,0,0
801 70,3,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 70,4,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 70,5,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 74,1,1,1,1,2,98,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 74,2,3,1,1,1,28,1,4,4,1,0, , , , , , ,0,0,1,1,0
801 74,3,12,1,1,1,10,0, ,0,0,0,1, ,8, , , ,0,0, ,1,8
801 78,1,1,1,1,1,76,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 78,2,2,1,1,2,72,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 78,3,3,1,1,1,16,0, ,0,0,0, , , , , , ,0,0, ,1,1
801 82,1,1,1,1,2,61,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 82,2,3,1,1,1,29,1,6,6,1,0, , , , , , ,0,0,2,1,0
801 82,3,5,1,1,2,21,1,8,8,2,0, , , , , , ,1,0,2,1,1
801 82,4,5,1,1,2,9,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
801 82,5,5,0,1,2,12,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
801 86,1,1,1,1,1,50,0, ,0,0,0, , , , , , ,0,0, ,0,1
801 86,2,2,1,1,2,54,0, ,0,0,0, , , , , , ,0,0, ,0,0
801 86,3,5,0,1,1,7,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801 86,4,3,1,1,1,17,1,1,1,1,0, , , , , , ,0,0,1,1,1
801 86,5,3,1,1,1,15,1,1,1,1,0, , , , , , ,0,0,1,1,1
801 90,1,1,1,1,1,40,0, ,0,0,0, , , , , , ,0,0, ,1,1
801 90,2,2,1,1,2,40,0, ,0,0,0, , , , , , ,1,0, ,1,0
801 90,3,3,1,1,1,16,1,1,1,1,0, , , , , , ,0,0,1,1,1
801 90,4,3,1,1,2,13,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
801 90,5,3,1,1,2,11,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
801 90,6,3,1,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801 90,7,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801 97,1,1,1,1,1,48,1,1,1,1,0, , , , , , ,0,1,1,0,0
801 97,2,2,1,1,2,48,0, ,0,0,0, , , , , , ,1,0, ,0,0
801 97,3,3,1,0,1,20,1,6,6,1,0, , , , , , ,0,0,1,1,1
801 97,4,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801102,1,1,1,1,2,52,0, ,0,0,0, , , , , , ,0,0, ,0,0
801102,2,3,1,1,1,22,0, ,0,0,0, , , , , , ,0,0, ,1,1
801102,3,3,1,0,1,12,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
801106,1,1,1,1,1,45,0, ,0,0,0, , , , , , ,0,0, ,1,0
801106,2,2,1,1,2,38,0, ,0,0,0, , , , , , ,1,0, ,0,1
801106,3,3,1,1,1,17,1,5,5,1,0, , , , , , ,0,0,1,1,1
801106,4,3,1,1,2,13,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
801106,5,3,1,1,2,12,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
801106,6,3,1,1,2,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801106,7,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801106,8,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801110,1,1,1,1,1,33,1,4,4,1,0, , , , , , ,0,0,1,0,0
801110,2,2,1,1,2,32,1,5,5,1,0, , , , , , ,1,0,1,1,1
801110,3,3,1,0,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801114,1,1,1,1,2,57,0, ,0,0,0, , , , , , ,0,0, ,0,0
801114,2,3,1,1,2,29,1,6,6,1,0, , , , , , ,1,0,2,1,0
801114,3,3,1,1,1,27,0, ,0,0,0, , , , , , ,0,0, ,1,0
801114,4,3,1,1,2,18,1,7,7,1,0, , , , , , ,1,0,1,1,0
801114,5,5,1,1,1,7,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801118,1,1,1,1,1,72,0, ,0,0,0, , , , , , ,0,1, ,0,0
801118,2,2,1,1,2,35,0, ,0,0,0, , , , , , ,1,0, ,1,0
801118,3,3,1,1,2,11,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
801118,4,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801118,5,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801122,1,1,1,1,1,40,0, ,0,0,0, , , , , , ,0,0, ,1,1
801126,1,1,1,1,1,52,0, ,0,0,0, , , , , , ,0,0, ,1,1
801126,2,2,1,1,2,43,0, ,0,0,0, , , , , , ,1,0, ,1,0
801126,3,3,1,1,2,24,1,3,3,1,0, , , , , , ,1,0,1,1,1
801126,4,3,1,1,2,21,1,7,7,1,0, , , , , , ,1,0,1,1,1
801126,5,3,1,1,2,19,1,7,7,1,0, , , , , , ,1,0,1,1,1
801126,6,3,1,1,2,16,1,1,1,1,0, , , , , , ,1,0,1,1,1
801126,7,3,1,1,1,14,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
801126,8,3,1,1,2,12,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
801126,9,3,1,1,1,10,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
801126,10,3,1,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
801126,11,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801126,12,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801130,1,1,1,1,1,79,0, ,0,0,0, , , , , , ,0,0, ,0,0
801130,2,3,1,1,2,40,0, ,0,0,0, , , , , , ,1,0, ,0,1
801130,3,5,1,1,1,17,0, ,0,0,0, , , , , , ,0,0, ,1,1
801134,1,1,1,1,1,29,2,3,11,3,0, , , , , , ,0,0,4,1,1
801134,2,2,1,1,2,23,1,7,7,1,0, , , , , , ,1,0,1,1,0
801134,3,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
801134,4,10,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802  1,1,1,1,1,1,64,0, ,0,0,0, , , , , , ,0,0, ,0,0
802  1,2,2,1,1,2,62,0, ,0,0,0, , , , , , ,0,0, ,0,0
802  1,3,3,1,1,2,18,1,8,8,2,0, , , , , , ,1,0,1,1,1
802  1,4,3,1,1,2,12,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
802  1,5,3,1,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
802  1,6,3,1,1,2,16,0, ,0,0,0, , , , , , ,1,0, ,1,1
802  4,1,1,1,1,1,48,1,2,2,1,0, , , , , , ,0,0,1,1,0
802  4,2,2,1,1,2,46,1,4,4,1,0, , , , , , ,1,0,1,0,1
802  4,3,3,1,1,1,16,1,7,7,1,0, , , , , , ,0,0,1,1,1
802  4,4,3,1,1,2,14,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
802  4,5,3,1,1,1,10,1,2,2,1,9,1, ,1, , , ,0,0,1,1,1
802  4,6,3,1,1,1,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802  8,1,1,1,1,1,36,1,3,3,1,0, , , , , , ,0,0,1,1,0
802 11,1,1,1,1,1,46,1,6,6,1,0, , , , , , ,0,0,2,1,1
802 11,2,2,1,1,2,40,1,2,2,1,0, , , , , , ,1,0,1,1,0
802 11,3,3,1,1,2,19,1,4,4,1,0, , , , , , ,1,0,1,1,1
802 11,4,3,1,1,1,14,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
802 11,5,3,1,1,1,12,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 11,6,3,1,1,2,9,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 11,7,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 11,8,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 11,9,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 11,10,5,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 15,1,1,1,1,1,32,1,6,6,1,0, , , , , , ,0,0,2,0,0
802 15,2,2,1,1,2,28,2,3,11,3,0, , , , , , ,1,0,4,1,0
802 15,3,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 15,4,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 18,1,1,1,1,1,49,0, ,0,0,0, , , , , , ,0,1, ,1,0
802 18,2,2,1,1,2,37,0, ,0,0,0, , , , , , ,1,0, ,1,0
802 18,3,3,1,1,1,11,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
802 18,4,3,1,1,2,9,1,1,1,1,9,1, ,1, , , ,0,0,1,1,1
802 18,5,3,1,1,1,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 18,6,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 18,7,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 18,8,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 22,1,1,1,1,2,71,0, ,0,0,0, , , , , , ,0,0, ,0,0
802 22,2,5,1,0,2,11,1,3,3,1,1,0, ,0, , , ,0,0,1,0,0
802 25,1,1,1,0,1,41,1,6,6,1,0, , , , , , ,0,0,2,0,0
802 25,2,2,1,1,2,28,0, ,0,0,0, , , , , , ,1,0, ,0,0
802 25,3,3,0,1,1,13,1,5,5,1,0,1, ,1, , , ,0,0,1,1,1
802 25,4,3,1,1,2,11,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
802 25,5,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 25,6,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 25,7,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 25,8,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 29,1,1,1,1,1,29,0, ,0,0,0, , , , , , ,0,0, ,1,0
802 29,2,2,1,1,2,26,1,3,3,1,0, , , , , , ,1,0,1,1,1
802 29,3,3,1,1,2,7,1,0,0,1,9,1, ,1, , , ,0,0,1,1,1
802 29,4,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 32,1,1,1,1,1,80,0, ,0,0,0, , , , , , ,0,0, ,0,0
802 32,2,2,1,1,2,73,0, ,0,0,0, , , , , , ,0,0, ,0,0
802 32,3,3,1,1,1,19,2,2,10,3,0, , , , , , ,0,0,5,1,1
802 32,4,3,1,1,2,18,1,5,5,1,0, , , , , , ,1,0,1,1,1
802 32,5,3,1,1,2,16,1,4,4,1,0, , , , , , ,1,0,1,1,1
802 32,6,3,1,1,2,28,1,2,2,1,0, , , , , , ,1,0,1,1,1
802 32,7,5,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 32,8,5,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 36,1,1,1,1,1,67,1,6,6,1,0, , , , , , ,0,1,2,1,0
802 36,2,2,1,1,2,37,0, ,0,0,0, , , , , , ,1,0, ,1,1
802 36,3,3,1,1,2,13,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
802 36,4,3,1,1,1,9,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
802 36,5,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 39,1,1,1,1,1,35,1,6,6,1,0, , , , , , ,0,0,2,0,0
802 39,2,2,1,1,2,32,0, ,0,0,0, , , , , , ,1,0, ,0,0
802 39,3,3,1,1,1,8,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
802 39,4,3,1,0,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 43,1,1,1,1,1,50,0, ,0,0,0, , , , , , ,0,0, ,0,0
802 43,2,2,1,1,2,48,0, ,0,0,0, , , , , , ,1,0, ,0,1
802 43,3,3,1,1,2,14,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
802 43,4,3,1,1,2,12,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
802 43,5,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 43,6,10,1,1,1,16,0, ,0,0,0, , , , , , ,0,0, ,0,1
802 46,1,1,1,1,1,67,1,5,5,1,0, , , , , , ,0,0,1,0,1
802 46,2,2,1,1,2,24,0, ,0,0,0, , , , , , ,1,0, ,1,1
802 46,3,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 46,4,5,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 46,5,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
802 46,6,10,0,1,2,8,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
802 50,1,1,1,1,1,65,1,4,4,1,0, , , , , , ,0,0,1,0,0
802 50,2,2,1,1,2,55,1,3,3,1,0, , , , , , ,0,0,1,0,0
802 50,3,3,1,1,1,34,0, ,0,0,0, , , , , , ,0,0, ,1,1
802 50,4,3,1,1,1,32,0, ,0,0,0, , , , , , ,0,0, ,1,1
802 50,5,3,1,1,1,26,0, ,0,0,0, , , , , , ,0,0, ,1,1
