HHID,HV000,HV001,HV002,PID,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV201,HV202,HV203,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,SHPREF,SHCOMMNE,SHSECTOR,V54
14 80,RW2,14,80,0,133,1126893,6,92,1110,3,1,0,3,3,1,1,27,1,64,8,0,133,40,2,2,2,3,0,0,12,12,1,20,31,0,0, ,0,0,0,0,11, , ,2,2,1,1,37,11,15,4,1.126893
14 82,RW2,14,82,0,133,1126893,6,92,1110,3,0,0,3,3,0,1,27,1,64,8,0,133,40,2,2,2,3,0,0,12,12,1,20,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,74,11,15,4,1.126893
14 84,RW2,14,84,0,133,1126893,6,92,1110,2,1,0,2,2,0,1,26,1,66,8,0,133,40,2,2,2,3,0,0,12,12,1,30,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,28,11,15,4,1.126893
14 87,RW2,14,87,0,133,1126893,6,92,1110,6,1,0,6,5,2,1,26,1,66,8,0,133,40,2,2,2,3,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,31,11,15,4,1.126893
14 89,RW2,14,89,0,133,1126893,6,92,1110,3,1,1,3,3,1,1,27,1,64,8,0,133,40,2,2,2,3,2,1126893,12,12,1,40,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,11,15,4,1.126893
14 91,RW2,14,91,0,133,1126893,6,92,1110,5,1,0,5,5,2,1,27,1,64,8,0,133,40,2,2,2,3,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,40,11,15,4,1.126893
14 92,RW2,14,92,0,133,1126893,6,92,1110,5,1,0,5,5,1,1,28,1,63,8,0,133,40,2,2,2,3,0,0,32,32,1,5,23,1,0, ,0,0,0,0,34, , ,3,4,1,1,37,11,15,4,1.126893
15 96,RW2,15,96,0,134,1126893,6,92,1110,3,1,0,3,3,1,1,29,1,64,8,0,134,40,2,2,2,3,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,22,11,15,12,1.126893
15 99,RW2,15,99,0,134,1126893,6,92,1110,9,1,0,9,9,1,1,29,1,64,8,0,134,40,2,2,2,3,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,35,11,15,12,1.126893
15101,RW2,15,101,0,134,1126893,6,92,1110,7,1,1,7,7,2,1,29,1,64,8,0,134,40,2,2,2,3,2,1126893,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,36,11,15,12,1.126893
15104,RW2,15,104,0,134,1126893,6,92,1110,1,0,0,1,1,0,1,29,1,64,8,0,134,40,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,72,11,15,12,1.126893
15107,RW2,15,107,0,134,1126893,6,92,1110,1,1,0,1,1,0,1,29,1,64,8,0,134,40,2,2,2,3,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,47,11,15,12,1.126893
15109,RW2,15,109,0,134,1126893,6,92,1110,7,0,0,7,7,0,1,29,1,64,8,0,134,40,2,2,2,3,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,53,11,15,12,1.126893
15112,RW2,15,112,0,134,1126893,6,92,1110,1,0,0,1,1,0,1,29,1,64,8,0,134,40,2,2,2,3,0,0,12,32,0,60,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,22,11,15,12,1.126893
15115,RW2,15,115,0,134,1126893,6,92,1110,6,1,1,6,6,1,1,29,1,64,8,0,134,40,2,2,2,3,2,1126893,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,47,11,15,12,1.126893
15117,RW2,15,117,0,134,1126893,6,92,1110,4,2,0,4,4,0,1,29,1,65,8,0,134,40,2,2,2,3,0,0,31,31,1,30,23,0,1, ,0,0,0,0,11, , ,2,4,1,2,52,11,15,12,1.126893
15120,RW2,15,120,0,134,1126893,6,92,1110,3,1,0,3,3,1,1,29,1,65,8,0,134,40,2,2,2,3,0,0,31,31,1,30,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,23,11,15,12,1.126893
15123,RW2,15,123,0,134,1126893,6,92,1110,2,1,0,2,2,0,1,29,1,65,8,0,134,40,2,2,2,3,0,0,31,31,1,10,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,32,11,15,12,1.126893
15125,RW2,15,125,0,134,1126893,6,92,1110,2,1,0,2,2,0,1,30,1,65,8,0,134,40,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,26,11,15,12,1.126893
15128,RW2,15,128,0,134,1126893,6,92,1110,3,0,0,3,3,0,1,29,1,65,8,0,134,40,2,2,2,3,2,1126893,31,31,1,40,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,63,11,15,12,1.126893
15131,RW2,15,131,0,134,1126893,6,92,1110,2,1,0,2,2,0,1,29,1,65,7,0,134,40,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,27,11,15,12,1.126893
15133,RW2,15,133,0,134,1126893,6,92,1110,8,2,0,8,7,3,1,29,1,65,7,0,134,40,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,2,3,1,2,33,11,15,12,1.126893
15136,RW2,15,136,0,134,1126893,6,92,1110,6,1,0,6,6,2,1,29,1,65,8,0,134,40,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,36,11,15,12,1.126893
15139,RW2,15,139,0,134,1126893,6,92,1110,4,1,0,4,3,2,1,29,1,66,8,0,134,40,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,11,15,12,1.126893
15141,RW2,15,141,0,134,1126893,6,92,1110,7,1,0,7,7,0,1,29,1,66,8,0,134,40,2,2,2,3,2,1126893,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,55,11,15,12,1.126893
15144,RW2,15,144,0,134,1126893,6,92,1110,3,1,0,3,3,1,1,29,1,66,8,0,134,40,2,2,2,3,0,0,31,31,1,40,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,27,11,15,12,1.126893
15147,RW2,15,147,0,134,1126893,6,92,1110,3,1,0,3,3,1,1,29,1,66,8,0,134,40,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,22,11,15,12,1.126893
15149,RW2,15,149,0,134,1126893,6,92,1110,5,1,0,5,4,3,1,29,1,66,8,0,134,40,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,30,11,15,12,1.126893
15152,RW2,15,152,0,134,1126893,6,92,1110,6,0,0,6,5,0,1,29,1,66,8,0,134,40,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,70,11,15,12,1.126893
15155,RW2,15,155,0,134,1126893,6,92,1110,4,1,1,4,4,2,1,29,1,66,8,0,134,40,2,2,2,3,2,1126893,32,32,1,40,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,34,11,15,12,1.126893
15157,RW2,15,157,0,134,1126893,6,92,1110,8,2,0,8,8,2,1,29,1,66,8,0,134,40,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,67,11,15,12,1.126893
15160,RW2,15,160,0,134,1126893,6,92,1110,6,1,0,6,6,0,1,29,1,66,8,0,134,40,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,64,11,15,12,1.126893
15163,RW2,15,163,0,134,1126893,6,92,1110,3,1,0,3,2,0,1,29,1,66,8,0,134,40,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,32,11,15,12,1.126893
15165,RW2,15,165,0,134,1126893,6,92,1110,7,1,0,7,7,3,1,29,1,63,8,0,134,40,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,60,11,15,12,1.126893
15168,RW2,15,168,0,134,1126893,6,92,1110,6,1,1,6,6,1,1,29,1,63,8,0,134,40,2,2,2,3,2,1126893,31,31,1,40,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,37,11,15,12,1.126893
15171,RW2,15,171,0,134,1126893,6,92,1110,5,1,0,5,5,2,1,29,1,63,8,0,134,40,2,2,2,3,0,0,31,31,1,15,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,64,11,15,12,1.126893
15173,RW2,15,173,0,134,1126893,6,92,1110,6,1,0,6,6,0,1,29,1,63,8,0,134,40,2,2,2,3,0,0,31,31,1,30,31,0,0, ,0,0,0,0,11, , ,2,4,1,1,70,11,15,12,1.126893
15176,RW2,15,176,0,134,1126893,6,92,1110,6,1,0,6,6,2,1,29,1,63,8,0,134,40,2,2,2,3,0,0,12,31,0,10,23,0,1, ,0,0,0,0,11, , ,9,2,1,1,30,11,15,12,1.126893
15179,RW2,15,179,0,134,1126893,6,92,1110,10,2,0,10,10,3,1,29,1,63,8,0,134,40,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,42,11,15,12,1.126893
15181,RW2,15,181,0,134,1126893,6,92,1110,7,2,0,6,6,0,1,29,1,63,8,0,134,40,2,2,2,3,2,1126893,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,48,11,15,12,1.126893
15184,RW2,15,184,0,134,1126893,6,92,1110,12,2,0,12,12,3,1,29,1,63,8,0,134,40,2,2,2,3,0,0,31,31,1,40,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,43,11,15,12,1.126893
15187,RW2,15,187,0,134,1126893,6,92,1110,9,1,0,9,9,2,1,29,1,63,8,0,134,40,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,40,11,15,12,1.126893
15189,RW2,15,189,0,134,1126893,6,92,1110,6,1,0,6,6,3,1,29,1,63,8,0,134,40,2,2,2,3,0,0,32,32,1,10,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,31,11,15,12,1.126893
16  1,RW2,16,1,0,135,0,6,92,1110,0,0,0,0,0,0,3,26,1,54,5,0,135,41,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,11,16,10,0
16  3,RW2,16,3,0,135,1126893,6,92,1110,7,1,0,7,7,2,1,26,1,54,5,0,135,41,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,37,11,16,10,1.126893
16  6,RW2,16,6,0,135,1126893,6,92,1110,5,1,0,5,5,0,1,26,1,52,5,0,135,41,2,2,2,3,0,0,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,70,11,16,10,1.126893
16  8,RW2,16,8,0,135,1126893,6,92,1110,4,1,1,4,4,2,1,26,1,55,5,0,135,41,2,2,2,3,2,1126893,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,27,11,16,10,1.126893
16 10,RW2,16,10,0,135,1126893,6,92,1110,6,1,0,6,6,1,1,26,1,56,5,0,135,41,2,2,2,3,0,0,32,32,1,10,23,0,1, ,0,0,0,0,11, , ,4,2,1,1,35,11,16,10,1.126893
16 12,RW2,16,12,0,135,1126893,6,92,1110,4,1,0,4,3,0,1,26,1,54,5,0,135,41,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,72,11,16,10,1.126893
16 14,RW2,16,14,0,135,1126893,6,92,1110,4,1,0,4,4,2,1,26,1,53,5,0,135,41,2,2,2,3,0,0,32,32,1,15,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,32,11,16,10,1.126893
16 16,RW2,16,16,0,135,1126893,6,92,1110,4,0,0,4,4,0,1,26,1,55,5,0,135,41,2,2,2,3,0,0,32,32,1,30,23,0,1, ,0,0,0,0,11, , ,3,2,1,2,62,11,16,10,1.126893
16 18,RW2,16,18,0,135,1126893,6,92,1110,6,1,1,6,6,2,1,26,1,56,5,0,135,41,2,2,2,3,2,1126893,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,29,11,16,10,1.126893
16 20,RW2,16,20,0,135,1126893,6,92,1110,3,2,0,3,3,0,1,26,1,54,5,0,135,41,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,4,1,2,53,11,16,10,1.126893
16 22,RW2,16,22,0,135,1126893,6,92,1110,6,1,0,6,6,1,1,26,1,53,5,0,135,41,2,2,2,3,0,0,32,32,1,6,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,36,11,16,10,1.126893
16 24,RW2,16,24,0,135,1126893,6,92,1110,2,1,0,2,2,0,1,26,1,55,5,0,135,41,2,2,2,3,0,0,11,32,0,5,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,11,16,10,1.126893
16 26,RW2,16,26,0,135,1126893,6,92,1110,6,1,0,6,6,1,1,26,1,53,5,0,135,41,2,2,2,3,0,0,32,32,1,15,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,65,11,16,10,1.126893
16 28,RW2,16,28,0,135,1126893,6,92,1110,7,1,1,7,7,3,1,26,1,56,5,0,135,41,2,2,2,3,2,1126893,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,11,16,10,1.126893
16 31,RW2,16,31,0,135,1126893,6,92,1110,7,1,0,7,6,2,1,26,1,54,5,0,135,41,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,39,11,16,10,1.126893
16 33,RW2,16,33,0,135,1126893,6,92,1110,5,1,0,5,5,2,1,26,1,55,5,0,135,41,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,30,11,16,10,1.126893
16102,RW2,16,102,0,135,1126893,6,92,1110,4,1,0,4,4,0,1,26,1,53,5,0,135,41,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,99, , ,1,3,1,2,62,11,16,10,1.126893
16104,RW2,16,104,0,135,1126893,6,92,1110,5,0,0,5,5,0,1,26,1,55,5,0,135,41,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,65,11,16,10,1.126893
16106,RW2,16,106,0,135,1126893,6,92,1110,5,1,0,5,5,1,1,26,1,56,5,0,135,41,2,2,2,3,2,1126893,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,3,3,1,2,60,11,16,10,1.126893
16108,RW2,16,108,0,135,1126893,6,92,1110,7,1,0,7,7,2,1,26,1,53,5,0,135,41,2,2,2,3,0,0,32,32,1,15,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,40,11,16,10,1.126893
16110,RW2,16,110,0,135,1126893,6,92,1110,4,0,0,4,4,1,1,25,1,54,5,0,135,41,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,62,11,16,10,1.126893
16112,RW2,16,112,0,135,1126893,6,92,1110,6,1,0,6,6,1,1,25,1,56,5,0,135,41,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,38,11,16,10,1.126893
16114,RW2,16,114,0,135,1126893,6,92,1110,1,0,0,1,1,0,1,25,1,55,5,0,135,41,2,2,2,3,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,62,11,16,10,1.126893
16116,RW2,16,116,0,135,1126893,6,92,1110,7,1,0,7,7,0,1,25,1,53,5,0,135,41,2,2,2,3,2,1126893,31,31,1,60,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,62,11,16,10,1.126893
16118,RW2,16,118,0,135,1126893,6,92,1110,4,1,0,4,4,1,1,25,1,54,5,0,135,41,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,30,11,16,10,1.126893
16120,RW2,16,120,0,135,1126893,6,92,1110,9,1,0,9,9,1,1,25,1,56,5,0,135,41,2,2,2,3,0,0,24,24,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,62,11,16,10,1.126893
16122,RW2,16,122,0,135,1126893,6,92,1110,8,2,0,8,8,2,1,26,1,55,5,0,135,41,2,2,2,3,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,42,11,16,10,1.126893
16125,RW2,16,125,0,135,1126893,6,92,1110,1,0,0,1,1,0,1,25,1,53,5,0,135,41,2,2,2,3,0,0,31,31,1,50,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,98,11,16,10,1.126893
16127,RW2,16,127,0,135,1126893,6,92,1110,3,1,1,3,3,1,1,25,1,54,5,0,135,41,2,2,2,3,2,1126893,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,31,11,16,10,1.126893
16129,RW2,16,129,0,135,1126893,6,92,1110,5,0,0,5,5,0,1,25,1,56,5,0,135,41,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,98,11,16,10,1.126893
16131,RW2,16,131,0,135,1126893,6,92,1110,3,1,0,3,3,0,1,25,1,55,5,0,135,41,2,2,2,3,0,0,31,31,1,60,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,41,11,16,10,1.126893
16133,RW2,16,133,0,135,1126893,6,92,1110,3,0,0,3,3,0,1,26,1,55,5,0,135,41,2,2,2,3,0,0,31,31,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,56,11,16,10,1.126893
16135,RW2,16,135,0,135,1126893,6,92,1110,6,1,0,6,6,2,1,26,1,55,5,0,135,41,2,2,2,3,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,35,11,16,10,1.126893
16137,RW2,16,137,0,135,1126893,6,92,1110,5,1,1,5,5,2,1,26,1,56,5,0,135,41,2,2,2,3,2,1126893,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,45,11,16,10,1.126893
16139,RW2,16,139,0,135,1126893,6,92,1110,4,1,0,4,4,1,1,26,1,56,5,0,135,41,2,2,2,3,0,0,31,31,1,5,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,31,11,16,10,1.126893
16141,RW2,16,141,0,135,1126893,6,92,1110,2,0,0,2,2,0,1,26,1,54,5,0,135,41,2,2,2,3,0,0,31,31,1,40,31,0,0, ,0,0,0,0,11, , ,2,2,1,2,51,11,16,10,1.126893
51  3,RW2,51,3,0,33,349112,6,92,1110,3,1,0,3,3,1,1,22,1,24,1,0,33,17,1,2,1,1,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,39,11,6,3,.349112
51  8,RW2,51,8,0,33,349112,6,92,1110,1,0,0,1,1,0,1,21,1,24,1,0,33,17,1,2,1,1,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,77,11,6,3,.349112
51 14,RW2,51,14,0,33,349112,6,92,1110,1,0,0,1,1,0,1,21,1,24,1,0,33,17,1,2,1,1,2,349112,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,67,11,6,3,.349112
51 20,RW2,51,20,0,33,349112,6,92,1110,7,3,0,7,7,0,1,22,1,24,1,0,33,17,1,2,1,1,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,53,11,6,3,.349112
51 26,RW2,51,26,0,33,349112,6,92,1110,3,1,0,3,3,2,1,21,1,24,1,0,33,17,1,2,1,1,0,0,12,12,1,15,23,0,1, ,0,0,0,0,11, , ,1,1,1,2,26,11,6,3,.349112
51 32,RW2,51,32,0,33,349112,6,92,1110,2,1,0,2,2,0,1,21,1,24,1,0,33,17,1,2,1,1,0,0,12,12,1,6,23,0,0, ,0,0,0,0,11, , ,1,3,1,2,71,11,6,3,.349112
51 37,RW2,51,37,0,33,349112,6,92,1110,4,2,0,4,4,0,1,23,1,23,1,0,33,17,1,2,1,1,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,45,11,6,3,.349112
51 46,RW2,51,46,0,33,0,6,92,1110,0,0,0,0,0,0,3,22,3,23,1,0,33,17,1,2,1,1,2,0, , , , , , , , , , , , , , , , , , , , ,11,6,3,0
51 53,RW2,51,53,0,33,349112,6,92,1110,9,2,0,9,8,2,1,21,1,23,1,0,33,17,1,2,1,1,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,4,4,1,1,40,11,6,3,.349112
51 60,RW2,51,60,0,33,349112,6,92,1110,6,1,0,6,6,1,1,21,1,23,1,0,33,17,1,2,1,1,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,4,4,1,2,65,11,6,3,.349112
51 66,RW2,51,66,0,33,349112,6,92,1110,3,2,0,2,3,0,1,21,1,23,1,0,33,17,1,2,1,1,0,0,12,12,1,6,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,45,11,6,3,.349112
51 72,RW2,51,72,0,33,349112,6,92,1110,3,1,0,3,3,0,1,21,1,25,1,0,33,17,1,2,1,1,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,43,11,6,3,.349112
51 78,RW2,51,78,0,33,349112,6,92,1110,1,1,0,1,1,0,1,21,1,25,1,0,33,17,1,2,1,1,2,349112,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,28,11,6,3,.349112
51 85,RW2,51,85,0,33,0,6,92,1110,0,0,0,0,0,0,3,23,3,25,1,0,33,17,1,2,1,1,0,0, , , , , , , , , , , , , , , , , , , , ,11,6,3,0
51 91,RW2,51,91,0,33,349112,6,92,1110,6,2,0,6,6,1,1,22,1,25,1,0,33,17,1,2,1,1,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,3,1,2,40,11,6,3,.349112
51 96,RW2,51,96,0,33,349112,6,92,1110,4,1,0,4,4,2,1,21,1,25,1,0,33,17,1,2,1,1,0,0,12,12,1,4,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,35,11,6,3,.349112
51102,RW2,51,102,0,33,349112,6,92,1110,2,0,0,2,2,0,1,22,1,24,1,0,33,17,1,2,1,1,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,3,1,1,18,11,6,3,.349112
51109,RW2,51,109,0,33,349112,6,92,1110,6,2,1,6,6,0,1,21,1,26,1,0,33,17,1,2,1,1,2,349112,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,72,11,6,3,.349112
51114,RW2,51,114,0,33,349112,6,92,1110,2,0,0,2,2,0,1,22,1,26,1,0,33,17,1,2,1,1,0,0,12,12,1,45,23,0,0, ,0,1,0,0,11, , ,1,1,1,1,26,11,6,3,.349112
51120,RW2,51,120,0,33,349112,6,92,1110,7,1,0,7,7,1,1,22,1,26,1,0,33,17,1,2,1,1,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,48,11,6,3,.349112
51128,RW2,51,128,0,33,349112,6,92,1110,7,2,0,7,7,2,1,21,1,26,1,0,33,17,1,2,1,1,0,0,12,12,1,30,23,0,1, ,0,0,0,0,34, , ,2,4,1,1,39,11,6,3,.349112
51134,RW2,51,134,0,33,349112,6,92,1110,6,1,0,6,6,2,1,22,1,26,1,0,33,17,1,2,1,1,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,32,11,6,3,.349112
51140,RW2,51,140,0,33,349112,6,92,1110,4,1,1,4,4,1,1,22,1,25,1,0,33,17,1,2,1,1,2,349112,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,36,11,6,3,.349112
52  1,RW2,52,1,0,34,349112,6,92,1110,9,3,0,9,8,2,1,26,1,26,8,0,34,17,1,2,1,1,0,0,31,31,1,15,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,42,11,6,4,.349112
52 13,RW2,52,13,0,34,349112,6,92,1110,3,1,0,3,3,1,1,26,1,26,8,0,34,17,1,2,1,1,0,0,31,31,1,90,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,27,11,6,4,.349112
52 25,RW2,52,25,0,34,349112,6,92,1110,7,1,0,7,7,2,1,26,1,26,8,0,34,17,1,2,1,1,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,40,11,6,4,.349112
52 35,RW2,52,35,0,34,349112,6,92,1110,5,2,0,5,5,0,1,26,1,26,8,0,34,17,1,2,1,1,2,349112,31,31,1,15,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,58,11,6,4,.349112
52 45,RW2,52,45,0,34,349112,6,92,1110,4,1,0,4,4,2,1,26,1,23,8,0,34,17,1,2,1,1,0,0,31,32,0,10,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,31,11,6,4,.349112
52 53,RW2,52,53,0,34,349112,6,92,1110,8,1,0,8,8,2,1,26,1,24,8,0,34,17,1,2,1,1,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,35,11,6,4,.349112
52 55,RW2,52,55,0,34,349112,6,92,1110,6,1,0,6,6,2,1,26,1,23,8,0,34,17,1,2,1,1,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,32,11,6,4,.349112
52 66,RW2,52,66,0,34,349112,6,92,1110,4,1,0,4,4,1,1,26,1,23,8,0,34,17,1,2,1,1,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,74,11,6,4,.349112
52 77,RW2,52,77,0,34,349112,6,92,1110,3,1,0,3,3,1,1,26,1,23,8,0,34,17,1,2,1,1,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,38,11,6,4,.349112
52 88,RW2,52,88,0,34,349112,6,92,1110,5,1,1,5,5,3,1,26,1,25,8,0,34,17,1,2,1,1,2,349112,31,31,1,5,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,11,6,4,.349112
52 99,RW2,52,99,0,34,349112,6,92,1110,6,1,0,6,5,1,1,26,1,25,8,0,34,17,1,2,1,1,0,0,32,32,1,30,23,0,1, ,0,1,0,0,34, , ,2,2,1,1,34,11,6,4,.349112
52110,RW2,52,110,0,34,349112,6,92,1110,2,0,0,2,2,0,1,26,1,25,8,0,34,17,1,2,1,1,0,0,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,92,11,6,4,.349112
52120,RW2,52,120,0,34,349112,6,92,1110,8,2,0,7,8,2,1,26,1,25,8,0,34,17,1,2,1,1,0,0,32,32,1,4,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,41,11,6,4,.349112
52132,RW2,52,132,0,34,349112,6,92,1110,5,2,0,5,5,2,1,26,1,24,8,0,34,17,1,2,1,1,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,70,11,6,4,.349112
52142,RW2,52,142,0,34,349112,6,92,1110,7,2,1,7,7,2,1,26,1,24,8,0,34,17,1,2,1,1,2,349112,31,31,1,15,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,40,11,6,4,.349112
52163,RW2,52,163,0,34,349112,6,92,1110,1,0,0,1,1,0,1,26,1,23,8,0,34,17,1,2,1,1,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,52,11,6,4,.349112
52173,RW2,52,173,0,34,0,6,92,1110,0,0,0,0,0,0,6,26,1,24,8,0,34,17,1,2,1,1,0,0, , , , , , , , , , , , , , , , , , , , ,11,6,4,0
